"ClaimType";"ClaimDay";"ClaimCost"
1;792;12713
1;792;33570
1;792;15479
1;792;24960
1;792;16260
1;792;15270
1;792;11283
1;792;24392
1;792;29878
1;792;17717
1;792;14580
1;793;25017
1;793;14443
1;793;24945
1;793;14772
1;793;28984
1;793;18903
1;793;17026
1;793;17142
1;793;22119
1;793;17593
1;793;24509
1;793;39364
1;793;18462
1;793;25112
1;793;200646
1;794;42543
1;794;52962
1;794;25288
1;794;10078
1;794;11956
1;794;13309
1;794;27941
1;794;23984
1;794;20098
1;794;18200
1;794;48639
1;795;264719
1;795;9391
1;795;12775
1;795;76218
1;795;26602
1;795;12652
1;795;14650
1;795;19236
1;795;15387
1;795;29806
1;795;15703
1;795;36206
1;796;53722
1;796;29193
1;796;14653
1;796;22873
1;796;17861
1;796;22095
1;796;13227
1;797;14724
1;797;15870
1;797;19459
1;799;11330
1;799;8889
1;799;10655
1;799;28610
1;799;21108
1;799;15060
1;799;30524
1;800;251966
1;800;254709
1;800;14953
1;800;24965
1;800;28363
1;800;13877
1;800;12383
1;800;11839
1;800;26442
1;800;20646
1;800;17206
1;801;9542
1;801;29590
1;801;15347
1;801;8420
1;801;12306
1;801;16648
1;802;15145
1;802;10327
1;802;20764
1;802;11426
1;802;14588
1;802;20899
1;802;20995
1;802;212865
1;802;15694
1;802;19462
1;802;15433
1;802;43589
1;802;11443
1;803;9617
1;803;30616
1;803;25465
1;803;17050
1;803;28448
1;803;47619
1;803;20116
1;803;23583
1;803;13987
1;803;19586
1;803;32312
1;804;15244
1;804;22013
1;804;19562
1;804;12448
1;804;18061
1;804;27167
1;804;14103
1;804;22275
1;804;13746
1;805;44650
1;805;12241
1;805;17738
1;805;17779
1;805;14317
1;805;19325
1;805;18646
1;805;30685
1;805;18567
1;806;24415
1;806;19483
1;806;29932
1;806;8058
1;806;29281
1;806;47522
1;806;16823
1;806;27258
1;806;17472
1;807;25215
1;807;18331
1;807;174558
1;807;18264
1;807;24724
1;807;25353
1;808;33247
1;808;27920
1;808;10801
1;808;20946
1;808;21337
1;808;12891
1;808;11559
1;809;21225
1;809;26274
1;809;32615
1;809;14639
1;809;25301
1;809;34647
1;809;22304
1;809;20225
1;809;22978
1;810;35945
1;810;8932
1;810;36508
1;810;14770
1;810;18459
1;810;31803
1;811;20146
1;811;25094
1;811;35522
1;811;13238
1;811;29676
1;811;29435
1;811;14193
1;811;26696
1;811;10002
1;811;16429
1;811;34512
1;812;11593
1;812;53357
1;812;29854
1;812;25045
1;812;24292
1;812;17992
1;812;30683
1;812;24612
1;812;20726
1;812;35337
1;812;31002
1;812;21119
1;812;19876
1;812;21305
1;812;10360
1;813;37224
1;813;23964
1;813;14613
1;813;51373
1;813;51061
1;813;35100
1;813;31060
1;813;19777
1;813;10928
1;813;10457
1;813;15983
1;813;14978
1;813;15848
1;813;21046
1;813;6178
1;813;29442
1;813;14266
1;814;37999
1;814;19419
1;814;18664
1;814;221003
1;814;20312
1;814;16930
1;814;18500
1;814;12520
1;815;17564
1;815;46335
1;815;32119
1;816;22141
1;816;26014
1;816;29665
1;816;17483
1;816;25700
1;816;28363
1;816;14844
1;816;31373
1;817;40338
1;817;286841
1;817;24104
1;818;6664
1;818;33718
1;818;15983
1;818;19989
1;818;21269
1;818;20692
1;818;19079
1;818;31198
1;819;14267
1;819;16009
1;819;10673
1;819;24039
1;819;45081
1;819;31369
1;819;14948
1;819;11098
1;820;17815
1;820;26240
1;820;23418
1;820;20201
1;820;34453
1;820;12258
1;820;29094
1;820;27895
1;820;18547
1;820;23150
1;820;19072
1;820;23054
1;820;21651
1;820;22401
1;820;18449
1;821;17835
1;821;24719
1;821;249730
1;821;22602
1;821;17195
1;821;13283
1;821;16845
1;821;15992
1;821;25113
1;822;18035
1;822;30435
1;822;21384
1;822;26655
1;822;18086
1;822;30954
1;822;27087
1;822;39170
1;822;13048
1;822;58039
1;823;15057
1;823;13906
1;823;12695
1;823;25274
1;823;24939
1;823;21805
1;823;22134
1;823;21806
1;823;20861
1;824;24874
1;824;61687
1;824;43784
1;824;22174
1;824;22614
1;824;32708
1;824;54385
1;824;14120
1;824;19899
1;824;14319
1;825;22808
1;825;24632
1;825;25975
1;825;25243
1;825;47286
1;825;19112
1;825;31049
1;825;14600
1;825;16973
1;825;15626
1;825;13334
1;825;25163
1;826;15754
1;826;23216
1;826;30669
1;826;22538
1;826;239336
1;826;18202
1;826;18569
1;826;39298
1;826;38083
1;826;20889
1;826;39111
1;826;7994
1;826;42829
1;826;18326
1;826;37720
1;826;27187
1;826;20226
1;826;13315
1;826;23893
1;826;51884
1;826;14738
1;826;10181
1;826;16168
1;826;17942
1;826;12222
1;826;14004
1;826;17830
1;826;13923
1;826;12743
1;826;14819
1;826;7852
1;826;14799
1;826;12169
1;826;28477
1;827;8592
1;827;11507
1;827;32048
1;827;10417
1;827;24169
1;827;13702
1;827;19633
1;827;24995
1;827;21871
1;827;18047
1;827;13843
1;827;10322
1;827;10494
1;827;22243
1;827;31093
1;827;16632
1;827;40603
1;827;306935
1;827;281220
1;827;19429
1;827;28006
1;827;24283
1;828;28432
1;828;36999
1;828;48390
1;828;23377
1;828;11433
1;828;30520
1;828;17162
1;828;16195
1;828;28052
1;829;12384
1;829;8994
1;829;21037
1;829;44974
1;829;284464
1;829;13211
1;830;22210
1;830;10625
1;830;20889
1;830;33340
1;830;17196
1;831;19189
1;831;41759
1;831;28261
1;831;18338
1;832;38508
1;832;20794
1;832;27205
1;832;11535
1;832;41336
1;832;10826
1;832;16787
1;832;18006
1;832;18844
1;833;43469
1;833;16710
1;833;32147
1;833;17954
1;833;24157
1;833;21873
1;833;32495
1;833;320006
1;833;18420
1;833;14403
1;833;26238
1;834;35160
1;834;32133
1;834;19899
1;834;17087
1;834;21986
1;834;21189
1;834;18650
1;834;190742
1;834;22661
1;834;19977
1;834;15629
1;834;19113
1;834;26101
1;835;25955
1;835;17767
1;835;15790
1;835;14794
1;835;16320
1;835;29120
1;835;14139
1;835;25135
1;835;41516
1;836;172963
1;836;21329
1;836;20073
1;836;8725
1;836;14646
1;836;15765
1;836;40478
1;836;21021
1;836;30238
1;836;16336
1;836;15484
1;836;17598
1;836;13500
1;836;22174
1;836;13139
1;836;16081
1;836;21324
1;836;24750
1;836;16903
1;836;6692
1;836;24199
1;837;13931
1;837;194616
1;837;10952
1;837;21912
1;837;10852
1;837;33467
1;837;24547
1;838;43301
1;838;24705
1;838;14833
1;838;11492
1;838;25677
1;838;14305
1;838;15284
1;838;20095
1;839;28369
1;839;22064
1;839;16120
1;839;27187
1;839;14457
1;839;11697
1;839;296467
1;839;26160
1;839;31875
1;839;26981
1;839;31797
1;840;14530
1;840;20779
1;840;20827
1;840;36885
1;840;13680
1;840;18196
1;840;11591
1;840;41861
1;841;21712
1;841;18174
1;841;12880
1;841;16063
1;841;33210
1;841;15471
1;841;44238
1;841;28109
1;841;12551
1;841;32027
1;841;54567
1;841;253094
1;841;44812
1;842;29223
1;842;25669
1;842;14650
1;842;24969
1;842;28909
1;842;11854
1;842;15482
1;843;16758
1;843;15089
1;843;17128
1;843;17205
1;843;14881
1;843;16162
1;843;15987
1;843;41612
1;843;18374
1;843;9374
1;844;16353
1;844;6156
1;844;38544
1;844;36742
1;844;10227
1;844;24824
1;844;27663
1;845;27034
1;845;20529
1;845;22616
1;845;31288
1;845;16641
1;845;8272
1;846;11930
1;846;25496
1;846;51945
1;846;15463
1;847;13459
1;847;12371
1;847;17751
1;847;16799
1;847;18144
1;847;13754
1;847;18822
1;847;13580
1;847;14983
1;848;22691
1;848;23263
1;848;21163
1;848;17370
1;848;10620
1;848;16647
1;848;21616
1;848;21181
1;848;30836
1;848;17582
1;848;19038
1;848;13037
1;848;13749
1;848;16755
1;848;44583
1;848;27249
1;848;30653
1;848;31348
1;848;23160
1;849;13697
1;849;34173
1;849;15899
1;849;48038
1;849;31887
1;849;71825
1;849;25611
1;849;28889
1;849;22185
1;850;21655
1;850;12731
1;850;26763
1;850;25748
1;850;28177
1;850;23531
1;850;53682
1;850;15945
1;850;17357
1;850;21271
1;850;24278
1;850;23939
1;850;26936
1;850;14705
1;850;16613
1;850;11749
1;850;24148
1;851;27347
1;851;21797
1;851;21728
1;851;35601
1;851;15221
1;851;23930
1;851;20509
1;851;19864
1;851;15125
1;851;15732
1;851;42520
1;851;11083
1;852;332202
1;852;20588
1;854;16636
1;854;21630
1;855;53101
1;856;47415
1;856;10802
1;856;7132
1;856;11098
1;856;40674
1;856;35861
1;857;29720
1;857;28822
1;857;9290
1;858;19211
1;858;35088
1;858;19040
1;858;19300
1;859;32713
1;859;32376
1;860;40640
1;862;47238
1;862;37580
1;862;26261
1;863;20083
1;864;51494
1;864;22445
1;864;20268
1;864;34694
1;865;15391
1;866;22189
1;867;15666
1;867;11005
1;867;32042
1;867;24497
1;867;18358
1;869;20570
1;870;18673
1;870;19778
1;871;226347
1;871;265015
1;871;18166
1;871;22643
1;872;30535
1;872;25437
1;873;25501
1;873;19701
1;873;18834
1;873;33006
1;873;12634
1;874;34508
1;874;20138
1;874;10990
1;874;24564
1;874;30826
1;874;18306
1;874;35559
1;875;11169
1;876;17018
1;876;27316
1;876;19350
1;877;24056
1;878;24993
1;878;29441
1;879;28273
1;879;68953
1;879;26155
1;880;19684
1;881;27401
1;882;41877
1;883;6776
1;883;20527
1;884;26123
1;884;37031
1;884;20132
1;884;16916
1;884;17181
1;885;21595
1;885;16423
1;885;21534
1;886;24774
1;888;21354
1;888;37275
1;888;232745
1;888;17715
1;890;22445
1;890;21347
1;890;247802
1;890;14000
1;891;23565
1;891;22861
1;891;7983
1;891;13992
1;892;11377
1;892;22884
1;893;24199
1;893;24557
1;893;10401
1;893;20306
1;893;29606
1;894;18528
1;894;14975
1;895;40528
1;895;40119
1;895;27415
1;896;23375
1;896;26491
1;896;14672
1;896;19058
1;897;77443
1;898;24368
1;898;12057
1;899;17251
1;899;19047
1;899;8671
1;899;14176
1;900;16680
1;901;8718
1;901;15444
1;901;44289
1;901;13796
1;901;34098
1;902;14035
1;902;7502
1;902;9004
1;902;20057
1;903;15996
1;903;23386
1;903;14540
1;903;16881
1;903;9282
1;903;17206
1;903;12452
1;903;17424
1;903;27075
1;904;33416
1;904;20787
1;904;34015
1;905;18968
1;905;35560
1;905;33477
1;905;21471
1;906;13958
1;906;24264
1;906;18004
1;906;20684
1;907;14251
1;907;20014
1;907;13987
1;907;20851
1;908;22238
1;908;25528
1;908;44313
1;909;30961
1;909;13285
1;909;20898
1;910;20975
1;910;7727
1;910;24820
1;911;11597
1;911;33829
1;911;40712
1;912;41963
1;912;21663
1;912;24008
1;913;206086
1;913;12619
1;913;38345
1;913;10862
1;914;237820
1;914;39932
1;914;20616
1;914;24668
1;915;8252
1;915;26466
1;915;10822
1;915;16998
1;915;11854
1;915;21598
1;916;12858
1;916;26854
1;916;27342
1;917;289349
1;918;35039
1;918;21072
1;918;32431
1;918;10242
1;918;15701
1;918;19731
1;919;18777
1;919;20742
1;920;13102
1;921;12941
1;921;19640
1;921;19497
1;921;21296
1;921;13666
1;921;17197
1;921;13388
1;921;15126
1;922;24882
1;922;21614
1;922;8988
1;923;21397
1;923;16818
1;923;23525
1;923;14566
1;923;16279
1;924;15466
1;925;13148
1;925;30766
1;925;335987
1;926;38794
1;926;43318
1;926;15865
1;927;14924
1;927;19110
1;927;21034
1;929;34842
1;929;26630
1;930;19683
1;930;13068
1;930;20929
1;930;25191
1;930;21927
1;931;15238
1;931;36093
1;931;32893
1;932;22386
1;932;29334
1;932;38107
1;933;34949
1;933;16528
1;933;7702
1;933;26575
1;933;34391
1;933;25580
1;933;23598
1;933;15253
1;934;16352
1;934;13461
1;934;35699
1;934;44265
1;935;11358
1;935;12656
1;936;15469
1;936;18734
1;937;20359
1;937;12595
1;939;16479
1;939;53073
1;939;46301
1;939;5495
1;939;46487
1;939;13466
1;940;148000
1;941;31495
1;941;19487
1;942;22539
1;942;46707
1;943;22626
1;944;34207
1;944;19025
1;945;19654
1;945;9879
1;945;70124
1;946;7446
1;946;25347
1;947;34181
1;947;11504
1;948;14933
1;948;16100
1;948;27338
1;949;52054
1;949;10668
1;950;26890
1;950;25433
1;950;309998
1;951;17701
1;952;19784
1;952;14549
1;953;31769
1;954;15568
1;954;15168
1;955;9399
1;955;18789
1;955;12570
1;955;21456
1;955;22621
1;956;25258
1;956;56656
1;956;11089
1;956;35197
1;957;11234
1;957;11932
1;959;30403
1;960;15426
1;961;21649
1;961;48149
1;961;12096
1;962;22404
1;962;10164
1;962;35108
1;963;11997
1;966;12544
1;966;14794
1;966;26070
1;967;13197
1;967;6938
1;968;15412
1;968;22271
1;968;24896
1;969;15282
1;969;26561
1;969;23206
1;969;32407
1;970;22986
1;970;11512
1;970;23595
1;971;31347
1;971;34639
1;972;9662
1;972;18896
1;972;18288
1;973;218481
1;973;18422
1;973;22301
1;973;19139
1;973;13296
1;973;23105
1;973;26388
1;974;19013
1;974;34639
1;974;15526
1;974;13492
1;974;28060
1;974;19257
1;974;39444
1;974;17921
1;974;27177
1;974;242412
1;975;17329
1;975;32844
1;975;8970
1;975;15348
1;975;12328
1;975;18038
1;975;16157
1;975;260728
1;975;17069
1;975;16350
1;975;17231
1;975;29723
1;976;20222
1;976;11745
1;976;23754
1;976;19755
1;976;16994
1;976;38240
1;976;9043
1;976;21535
1;977;14054
1;977;11178
1;977;10153
1;977;26332
1;977;31266
1;977;22198
1;977;14541
1;977;17658
1;977;13005
1;977;21575
1;977;23028
1;978;15613
1;978;14660
1;978;195783
1;978;18538
1;978;18605
1;978;25068
1;978;16200
1;978;218824
1;978;14818
1;978;242868
1;978;51652
1;978;15607
1;978;211042
1;978;16917
1;978;29201
1;978;20321
1;978;29159
1;978;8724
1;979;13289
1;979;17765
1;979;30871
1;979;31131
1;979;30891
1;979;53657
1;979;37461
1;979;198620
1;979;22256
1;979;8630
1;979;37708
1;979;45643
1;979;147134
1;979;18095
1;979;21880
1;979;36078
1;979;48421
1;979;36583
1;979;23819
1;979;15264
1;980;17461
1;980;22412
1;980;241797
1;980;15135
1;980;49450
1;980;14750
1;980;26438
1;980;41657
1;980;21261
1;980;17711
1;980;27882
1;980;21946
1;980;11299
1;980;9152
1;980;15035
1;980;25742
1;981;253201
1;981;10500
1;981;16557
1;982;18913
1;982;15476
1;982;28126
1;982;10653
1;982;34664
1;982;37463
1;982;19095
1;982;43414
1;982;20254
1;982;16100
1;982;13051
1;983;74380
1;983;13374
1;983;40564
1;983;22390
1;983;11466
1;983;22780
1;984;27738
1;984;7611
1;984;23111
1;984;26166
1;984;9556
1;984;18905
1;984;283576
1;985;13335
1;985;17162
1;985;38030
1;985;12021
1;985;28758
1;985;25741
1;985;20292
1;985;24076
1;985;14800
1;985;21219
1;985;17331
1;985;14450
1;985;20888
1;985;12924
1;985;19212
1;986;20408
1;986;20312
1;986;27232
1;986;21920
1;986;22304
1;986;22438
1;986;32834
1;986;11186
1;986;17827
1;986;12746
1;986;13888
1;987;9311
1;987;15369
1;987;19870
1;987;226487
1;987;14361
1;987;24562
1;987;22774
1;988;17780
1;988;20020
1;988;25505
1;988;157887
1;988;16000
1;988;21111
1;988;48823
1;988;23529
1;988;9777
1;988;24676
1;988;20144
1;988;23275
1;988;15197
1;989;12613
1;989;16070
1;989;16984
1;989;12349
1;989;15915
1;989;18147
1;989;10370
1;990;45591
1;990;27357
1;990;18184
1;990;13947
1;990;13103
1;990;6972
1;990;20481
1;990;17666
1;990;22899
1;990;15475
1;990;9689
1;990;12587
1;990;22266
1;990;25208
1;991;18930
1;991;21311
1;991;30951
1;991;19423
1;991;39994
1;991;18807
1;991;17890
1;991;16627
1;991;12320
1;991;20023
1;991;12593
1;991;24027
1;991;19807
1;991;213705
1;992;38683
1;992;14688
1;992;23538
1;992;10551
1;992;23228
1;992;31933
1;992;26932
1;992;45071
1;992;17690
1;992;20709
1;992;16585
1;992;19224
1;992;19392
1;993;10512
1;993;16100
1;993;20550
1;993;12147
1;993;10925
1;993;28992
1;993;18041
1;993;31195
1;993;11230
1;993;17721
1;993;64074
1;993;15141
1;993;17689
1;993;24413
1;993;7518
1;993;25628
1;993;23297
1;993;16970
1;993;19450
1;993;14871
1;994;20773
1;994;31969
1;994;16527
1;994;19772
1;994;9734
1;994;14522
1;994;20941
1;994;13593
1;994;11777
1;994;28596
1;994;17572
1;994;27641
1;994;35148
1;994;19030
1;994;33939
1;994;24804
1;994;19808
1;994;24480
1;995;35100
1;995;11205
1;995;201729
1;995;16745
1;995;18040
1;995;15821
1;995;17830
1;995;17287
1;995;34735
1;995;59381
1;996;17803
1;996;13185
1;996;29415
1;996;25709
1;996;28110
1;996;18343
1;996;18483
1;996;9968
1;996;30611
1;997;21001
1;997;22957
1;997;34831
1;997;19289
1;997;28468
1;997;21897
1;997;13520
1;997;8303
1;997;14792
1;997;13629
1;997;17141
1;997;32178
1;997;12660
1;997;21243
1;997;36748
1;998;13611
1;998;14919
1;998;30401
1;998;15048
1;998;16270
1;998;46016
1;998;14947
1;998;21565
1;998;12089
1;998;17315
1;999;16175
1;999;35999
1;999;27519
1;999;36518
1;1000;18229
1;1000;13960
1;1000;17787
1;1000;24372
1;1000;249981
1;1000;22911
1;1000;21148
1;1000;27648
1;1000;20826
1;1000;56151
1;1000;15436
1;1000;22811
1;1001;20300
1;1001;29892
1;1001;11895
1;1001;41318
1;1001;33360
1;1001;49205
1;1001;21466
1;1001;25173
1;1001;64301
1;1001;17729
1;1001;23276
1;1002;39136
1;1002;25993
1;1002;18845
1;1002;17278
1;1002;25804
1;1002;7286
1;1002;20887
1;1002;28585
1;1002;31050
1;1002;46539
1;1003;16303
1;1003;44696
1;1003;56076
1;1003;14058
1;1004;16419
1;1004;15804
1;1004;27957
1;1004;35627
1;1004;23457
1;1004;15747
1;1004;6873
1;1005;41033
1;1005;31928
1;1005;268048
1;1005;21710
1;1005;21281
1;1005;20467
1;1005;19885
1;1005;13197
1;1005;10091
1;1005;14726
1;1006;33593
1;1006;32070
1;1006;17242
1;1006;22942
1;1006;8045
1;1006;22545
1;1006;27530
1;1006;34304
1;1007;26740
1;1007;26306
1;1007;9777
1;1007;16609
1;1007;20505
1;1007;21247
1;1007;19654
1;1007;28701
1;1007;13194
1;1007;17560
1;1007;24333
1;1007;28755
1;1007;15154
1;1007;17184
1;1008;22586
1;1008;27450
1;1008;21660
1;1008;19631
1;1008;391138
1;1008;15692
1;1008;15823
1;1008;38799
1;1008;26317
1;1008;20780
1;1008;29540
1;1008;33880
1;1008;9468
1;1008;16447
1;1009;11939
1;1009;30018
1;1009;235685
1;1009;28827
1;1009;20650
1;1009;31928
1;1009;288757
1;1009;25944
1;1009;13215
1;1009;23933
1;1009;298666
1;1009;21950
1;1009;9812
1;1010;20694
1;1010;16687
1;1010;19996
1;1010;18963
1;1010;35689
1;1010;43391
1;1010;54926
1;1010;14842
1;1010;16487
1;1010;29608
1;1010;14876
1;1010;18282
1;1010;15353
1;1011;22238
1;1011;18314
1;1011;34770
1;1011;28744
1;1011;17050
1;1011;9695
1;1011;24484
1;1011;350844
1;1011;22908
1;1011;22059
1;1011;12366
1;1012;23543
1;1012;14164
1;1012;27761
1;1012;17752
1;1012;62735
1;1012;26837
1;1012;13276
1;1012;13843
1;1012;18908
1;1012;17109
1;1012;12008
1;1012;9630
1;1012;37365
1;1013;17742
1;1013;28704
1;1013;25531
1;1013;16046
1;1013;22262
1;1013;12134
1;1013;7904
1;1013;9433
1;1013;49366
1;1013;38713
1;1013;21680
1;1013;15143
1;1013;20273
1;1013;283873
1;1013;10485
1;1013;22864
1;1014;10106
1;1014;23474
1;1014;17384
1;1014;7102
1;1014;21629
1;1014;21482
1;1014;14398
1;1014;9737
1;1014;24505
1;1014;15591
1;1015;30526
1;1015;26874
1;1015;29308
1;1015;11579
1;1015;29017
1;1015;14686
1;1015;37666
1;1015;21352
1;1015;22125
1;1015;23678
1;1015;38421
1;1015;15223
1;1015;16729
1;1015;40448
1;1015;47173
1;1015;20970
1;1015;15200
1;1015;292134
1;1015;44241
1;1015;14247
1;1016;14654
1;1016;16630
1;1016;27368
1;1016;13447
1;1016;21549
1;1016;20225
1;1016;17968
1;1016;294075
1;1016;15209
1;1016;23528
1;1017;17964
1;1017;15836
1;1017;18713
1;1017;9922
1;1017;243657
1;1017;22630
1;1018;25544
1;1018;15850
1;1018;18569
1;1018;48960
1;1018;29209
1;1018;20448
1;1018;25804
1;1018;14962
1;1018;28925
1;1018;278699
1;1018;13715
1;1018;14998
1;1019;24571
1;1019;19538
1;1019;35861
1;1019;25990
1;1019;7411
1;1019;22601
1;1019;18997
1;1020;15868
1;1020;15849
1;1020;55469
1;1020;21815
1;1020;27429
1;1020;22388
1;1020;17648
1;1020;28932
1;1020;17132
1;1020;15558
1;1020;37412
1;1021;18722
1;1021;34675
1;1021;11401
1;1021;245459
1;1021;18241
1;1021;43111
1;1021;12924
1;1021;11855
1;1021;10099
1;1021;225929
1;1021;32990
1;1021;26146
1;1021;15573
1;1021;14361
1;1021;28349
1;1021;33116
1;1021;23338
1;1021;23229
1;1021;12259
1;1021;14507
1;1021;18573
1;1022;14176
1;1022;15688
1;1022;283680
1;1022;16562
1;1022;12253
1;1022;17915
1;1022;15324
1;1022;11593
1;1022;29155
1;1022;12273
1;1022;13306
1;1022;33186
1;1022;30675
1;1022;39828
1;1022;22481
1;1022;16613
1;1022;22642
1;1022;24093
1;1022;45410
1;1022;23242
1;1022;9889
1;1023;19746
1;1023;18542
1;1023;21836
1;1023;13790
1;1023;17355
1;1023;13006
1;1024;27326
1;1024;18042
1;1024;331727
1;1024;32016
1;1024;10188
1;1024;34736
1;1024;9517
1;1025;13209
1;1025;13862
1;1025;23991
1;1025;26067
1;1025;27739
1;1025;15607
1;1025;14131
1;1025;19378
1;1025;29804
1;1025;12193
1;1025;266513
1;1025;19692
1;1026;31642
1;1026;16147
1;1026;14508
1;1026;14191
1;1026;15190
1;1026;15142
1;1026;18160
1;1026;10977
1;1026;57341
1;1026;14415
1;1026;33152
1;1026;33795
1;1026;34159
1;1026;20006
1;1026;18918
1;1026;21035
1;1026;17435
1;1026;21127
1;1027;22363
1;1027;17880
1;1027;20613
1;1027;21290
1;1027;20750
1;1027;18990
1;1027;27530
1;1027;63104
1;1027;18075
1;1027;12457
1;1027;17913
1;1027;14685
1;1027;17336
1;1027;28114
1;1027;34663
1;1027;16236
1;1027;27599
1;1028;15962
1;1028;17332
1;1028;37582
1;1028;29385
1;1028;36557
1;1028;12635
1;1028;25713
1;1029;23072
1;1029;25717
1;1029;30095
1;1029;15882
1;1029;43754
1;1029;26035
1;1029;21100
1;1029;35197
1;1029;15983
1;1030;21501
1;1030;20017
1;1030;33432
1;1030;9811
1;1030;12639
1;1030;10085
1;1030;12621
1;1030;28672
1;1031;14193
1;1031;15840
1;1031;24089
1;1031;37099
1;1031;14259
1;1031;13849
1;1031;7873
1;1031;24166
1;1031;32324
1;1031;16490
1;1031;42046
1;1032;14182
1;1032;18618
1;1032;21696
1;1032;24207
1;1032;33868
1;1032;9801
1;1032;14390
1;1032;29390
1;1032;17782
1;1032;16770
1;1032;23628
1;1032;158654
1;1032;29346
1;1032;12326
1;1033;12548
1;1033;12601
1;1033;17795
1;1033;17753
1;1033;12333
1;1033;22073
1;1033;15418
1;1033;30825
1;1033;32562
1;1033;16352
1;1033;12550
1;1033;26043
1;1033;24779
1;1033;27026
1;1033;15040
1;1033;33013
1;1033;27858
1;1033;15607
1;1033;16190
1;1034;20833
1;1034;32914
1;1034;25286
1;1034;10054
1;1034;8869
1;1034;15961
1;1034;15945
1;1034;18636
1;1034;29174
1;1034;27441
1;1035;21725
1;1035;18450
1;1035;31819
1;1035;29696
1;1035;27775
1;1035;18869
1;1035;13352
1;1035;27352
1;1036;13367
1;1036;8001
1;1036;17767
1;1036;18227
1;1036;19176
1;1036;18933
1;1037;14374
1;1037;11834
1;1037;17727
1;1037;38813
1;1037;11889
1;1037;18492
1;1037;13104
1;1037;14988
1;1037;23287
1;1037;18842
1;1038;22745
1;1038;23405
1;1038;20238
1;1038;26841
1;1038;59376
1;1038;33138
1;1038;29137
1;1038;18736
1;1038;9708
1;1038;14709
1;1038;19010
1;1038;16708
1;1038;20723
1;1039;31140
1;1039;24311
1;1039;38514
1;1039;15411
1;1039;14993
1;1039;16912
1;1039;11435
1;1039;15971
1;1039;20034
1;1040;18366
1;1040;27821
1;1040;216235
1;1040;39002
1;1040;28333
1;1040;33443
1;1040;10833
1;1040;33854
1;1040;50166
1;1040;19859
1;1040;14393
1;1040;17274
1;1040;23168
1;1041;22786
1;1041;29445
1;1041;11717
1;1041;31037
1;1041;19220
1;1041;22417
1;1041;10117
1;1041;36306
1;1041;32115
1;1041;28366
1;1041;15266
1;1041;25052
1;1041;16310
1;1041;38603
1;1042;10515
1;1042;23662
1;1042;18895
1;1042;20665
1;1042;21891
1;1042;26182
1;1042;21103
1;1042;12422
1;1042;219842
1;1042;22361
1;1042;34846
1;1043;25950
1;1043;11322
1;1043;13066
1;1043;16949
1;1043;20777
1;1043;47082
1;1043;14524
1;1043;9217
1;1043;12190
1;1043;24890
1;1043;19597
1;1043;15880
1;1043;8466
1;1043;32413
1;1044;45030
1;1044;13814
1;1044;13742
1;1044;20831
1;1044;32917
1;1044;19526
1;1045;12266
1;1045;31143
1;1045;21717
1;1045;12467
1;1045;34513
1;1045;12837
1;1045;12311
1;1045;14334
1;1046;34940
1;1046;23244
1;1046;23543
1;1046;36647
1;1046;65487
1;1046;15703
1;1046;23055
1;1046;16175
1;1046;29111
1;1046;16073
1;1047;15640
1;1048;19727
1;1048;16030
1;1048;29658
1;1048;26679
1;1048;12542
1;1048;29815
1;1048;17343
1;1048;16320
1;1049;21779
1;1049;31585
1;1049;11877
1;1049;26926
1;1049;18539
1;1049;8739
1;1049;40850
1;1049;19254
1;1049;17837
1;1049;24234
1;1049;56821
1;1049;21530
1;1049;25162
1;1050;20523
1;1050;12353
1;1050;20958
1;1050;25534
1;1050;28814
1;1050;30302
1;1050;18978
1;1050;21093
1;1050;37518
1;1050;24227
1;1050;21373
1;1050;32656
1;1051;35292
1;1051;278186
1;1051;30451
1;1051;19960
1;1051;16500
1;1051;26916
1;1051;19521
1;1051;18517
1;1051;14692
1;1051;17918
1;1051;25678
1;1051;19496
1;1051;20599
1;1052;19597
1;1052;22653
1;1052;16539
1;1052;36489
1;1052;26031
1;1052;22834
1;1052;40001
1;1052;20083
1;1052;20590
1;1052;10772
1;1052;64307
1;1052;30097
1;1052;13995
1;1052;174708
1;1052;23055
1;1052;16228
1;1053;14278
1;1053;24960
1;1053;17123
1;1053;222863
1;1053;16247
1;1053;49251
1;1053;15242
1;1053;13983
1;1053;18756
1;1054;35616
1;1054;10430
1;1054;29133
1;1054;26863
1;1054;20090
1;1054;23406
1;1054;19771
1;1054;27531
1;1054;24402
1;1054;26043
1;1054;18496
1;1054;29594
1;1055;27987
1;1055;23446
1;1055;16941
1;1055;37755
1;1055;34465
1;1055;17082
1;1055;21514
1;1055;18378
1;1055;25740
1;1055;23141
1;1055;14945
1;1056;18490
1;1056;7032
1;1056;18189
1;1056;11631
1;1056;17677
1;1056;11621
1;1056;36379
1;1056;14799
1;1056;192950
1;1056;16384
1;1056;23568
1;1056;22129
1;1056;30039
1;1056;38111
1;1056;24649
1;1056;19943
1;1056;29088
1;1056;12597
1;1056;12270
1;1056;10696
1;1057;24878
1;1057;21887
1;1057;20631
1;1057;34862
1;1057;32540
1;1057;19318
1;1057;13451
1;1057;13698
1;1057;6341
1;1057;20580
1;1057;20634
1;1057;24836
1;1057;10103
1;1057;37799
1;1057;30479
1;1058;29355
1;1058;21636
1;1058;14608
1;1058;21053
1;1058;14583
